our_id	our_name	kind	owned	current_bgg_id	verdict	proposed_bgg_id	bgg_name	bgg_year	bgg_publisher	bgg_type	our_year	our_publisher	score	score_components	evidence_url	note	near_miss_rejected	sibling_risk
127	Slay the Spire: Downfall - Character Playmats	accessory	no		PROPOSED	440472	Slay the Spire: Character & Deck Playmats	2024	Contention Games	boardgameaccessory			0.73	name similarity 0.83; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/440472		rejected 454971 "Slay the Spire: The Board Game – Downfall" (?) — same family, different product (isFragmentOf)	differs by one meaningful word: ours "downfall" vs BGG "deck" — check this is not a sibling product
128	Slay the Spire: Downfall - Acrylic Tokens	accessory	no		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 454971 "Slay the Spire: The Board Game – Downfall" (2026) — same family, different product (isFragmentOf)	
129	Slay the Spire: Downfall - Table Playmat & Carry Case	accessory	no		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 440473 "Slay the Spire: Table Playmat" (2024) — same family, different product (isFragmentOf)	
130	Slay the Spire: Downfall - Bag of Preparation	accessory	no		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 454971 "Slay the Spire: The Board Game – Downfall" (2026) — same family, different product (isFragmentOf)	
131	Slay the Spire: Downfall - Sleeves for Everything Else	accessory	no		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 454971 "Slay the Spire: The Board Game – Downfall" (2026) — same family, different product (isFragmentOf)	
132	Don't Starve: The Board Game - Stretch Goal Box	promo	no		PROPOSED	443286	Cyberpunk 2077: The Board Game – Stretch Goal Box	2027	CD Projekt RED	boardgameexpansion			0.45	name similarity 0.75; year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameexpansion; 11 candidate ids	https://boardgamegeek.com/boardgame/443286	2 candidates cleared the gate; runner-up 435994 "S.T.A.L.K.E.R. The Board Game: Stretch Goals Box" at 0.45	rejected 457289 "Don't Starve: The Board Game – Cave Calamities" (?) — similarity 0.67 < 0.7	
133	Dice Throne Vanguard: Accessory Pack - Duelist	accessory	yes		PROPOSED	473164	Dice Throne: Vanguard – Duelist Accessory Pack	2026	Dice Throne, Inc.	boardgameexpansion			0.8	name similarity 1; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/473164	4 candidates cleared the gate; runner-up 473163 "Dice Throne: Vanguard – Druid Accessory Pack" at 0.67	rejected 472483 "Dice Throne: Vanguard Playmat" (?) — similarity 0.6 < 0.7	
134	Dice Throne Vanguard: Accessory Pack - Druid	accessory	yes		PROPOSED	473163	Dice Throne: Vanguard – Druid Accessory Pack	2026	Dice Throne, Inc.	boardgameexpansion			0.8	name similarity 1; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/473163	4 candidates cleared the gate; runner-up 473164 "Dice Throne: Vanguard – Duelist Accessory Pack" at 0.67	rejected 472483 "Dice Throne: Vanguard Playmat" (?) — similarity 0.6 < 0.7	
135	Dice Throne Vanguard: Accessory Pack - Forgemaster	accessory	yes		PROPOSED	473165	Dice Throne: Vanguard – Forgemaster Accessory Pack	2026	Dice Throne, Inc.	boardgameexpansion			0.8	name similarity 1; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/473165	4 candidates cleared the gate; runner-up 473163 "Dice Throne: Vanguard – Druid Accessory Pack" at 0.67	rejected 472483 "Dice Throne: Vanguard Playmat" (?) — similarity 0.6 < 0.7	
136	Dice Throne Vanguard: Accessory Pack - Sun Elf	accessory	yes		PROPOSED	473166	Dice Throne: Vanguard – Sun Elf Accessory Pack	2026	Dice Throne, Inc.	boardgameexpansion			0.8	name similarity 1; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/473166	4 candidates cleared the gate; runner-up 473163 "Dice Throne: Vanguard – Druid Accessory Pack" at 0.57	rejected 472483 "Dice Throne: Vanguard Playmat" (?) — similarity 0.55 < 0.7	
137	Dice Throne Vanguard: Playmat - Naraxus	accessory	yes		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 472483 "Dice Throne: Vanguard Playmat" (2026) — same family, different product (isFragmentOf)	
138	Dice Throne Vanguard: Playmat - Druid	accessory	yes		PROPOSED	473163	Dice Throne: Vanguard – Druid Accessory Pack	2026	Dice Throne, Inc.	boardgameexpansion			0.57	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/473163		rejected 472483 "Dice Throne: Vanguard Playmat" (?) — same family, different product (isFragmentOf)	differs by one meaningful word: ours "playmat" vs BGG "accessory" — check this is not a sibling product
139	Dice Throne Vanguard: Playmat - Duelist	accessory	yes		PROPOSED	473164	Dice Throne: Vanguard – Duelist Accessory Pack	2026	Dice Throne, Inc.	boardgameexpansion			0.57	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/473164		rejected 472483 "Dice Throne: Vanguard Playmat" (?) — same family, different product (isFragmentOf)	differs by one meaningful word: ours "playmat" vs BGG "accessory" — check this is not a sibling product
140	Dice Throne Vanguard: Playmat - Forgemaster	accessory	yes		PROPOSED	473165	Dice Throne: Vanguard – Forgemaster Accessory Pack	2026	Dice Throne, Inc.	boardgameexpansion			0.57	name similarity 0.73; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/473165		rejected 472483 "Dice Throne: Vanguard Playmat" (?) — same family, different product (isFragmentOf)	differs by one meaningful word: ours "playmat" vs BGG "accessory" — check this is not a sibling product
141	Dice Throne Vanguard: Playmat - Sun Elf	accessory	yes		PROPOSED	473166	Dice Throne: Vanguard – Sun Elf Accessory Pack	2026	Dice Throne, Inc.	boardgameexpansion			0.57	name similarity 0.77; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/473166		rejected 472483 "Dice Throne: Vanguard Playmat" (?) — same family, different product (isFragmentOf)	differs by one meaningful word: ours "playmat" vs BGG "accessory" — check this is not a sibling product
142	Dice Throne Vanguard: Dice Tray	accessory	yes		PROPOSED	472483	Dice Throne: Vanguard Playmat	2026	Dice Throne, Inc.	boardgameaccessory			0.63	name similarity 0.75; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/472483		rejected 473163 "Dice Throne: Vanguard – Druid Accessory Pack" (?) — similarity 0.6 < 0.7	differs by one meaningful word: ours "tray" vs BGG "playmat" — check this is not a sibling product
143	Dice Throne Vanguard: Barbarian Alt Art Set	promo	yes		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 453942 "Dice Throne: Vanguard" (2026) — same family, different product (isFragmentOf)	
144	Dice Throne Vanguard: Pyromancer Alt Art Set	promo	yes		UNMATCHED									11 candidate(s) found, none the same product		11 candidate(s) found, none the same product	rejected 453942 "Dice Throne: Vanguard" (2026) — same family, different product (isFragmentOf)	
145	Honor's End: Playmats	accessory	no		UNMATCHED									56 candidate(s) found, none the same product		56 candidate(s) found, none the same product	rejected 458296 "Grimcoven: Playmats" (2025) — similarity 0.4 < 0.7	
146	Honor's End: Dice Towers	accessory	no		UNMATCHED									4 candidate(s) found, none the same product		4 candidate(s) found, none the same product	rejected 353856 "Dice & Towers" (2021) — same family, different product (isFragmentOf)	
147	Honor's End: Embroidered Cloth Bags	accessory	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 369807 "Dungeon Fighter: Embroidered Cloth Bags Pack" (2022) — similarity 0.55 < 0.7	
148	Honor's End: First Edition Hardcover Narrative Book	accessory	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 452858 "Honor's End" (2027) — same family, different product (isFragmentOf)	
149	Honor's End: KS All-in Exclusive Box	accessory	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 452858 "Honor's End" (2027) — same family, different product (isFragmentOf)	
150	Honor's End: Sleeves	accessory	no		UNMATCHED									138 candidate(s) found, none the same product		138 candidate(s) found, none the same product	rejected 316866 "Spire's End: Custom Card Sleeves" (2020) — similarity 0.5 < 0.7	
151	Super Boss Monster 2: Icy-themed Neoprene Town Mat	accessory	no		UNMATCHED									4 candidate(s) found, none the same product		4 candidate(s) found, none the same product	rejected 454604 "Super Boss Monster: Combo Pack" (?) — similarity 0.46 < 0.7	
152	Super Boss Monster: Combo Pack	promo	no		PROPOSED	454604	Super Boss Monster: Combo Pack	2026	Brotherwise Games	boardgameexpansion			1	name exact (normalised); year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/454604		rejected 454602 "Super Boss Monster: The Dice Age Pack" (?) — similarity 0.67 < 0.7	
153	Risk of Rain: The Board Game - Survivors of the Void Expansion	expansion	no		PROPOSED	452174	Risk of Rain: The Board Game – Survivors of the Void Expansion	2026	Nerdvana Games	boardgameexpansion	2026	Nerdvana Games	1	name exact (normalised); year exact (2026); publisher exact (Nerdvana Games); kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/452174	3 candidates cleared the gate; runner-up 452176 "Risk of Rain: The Board Game – Gup Containment Expansion" at 0.75	rejected 452178 "Risk of Rain: The Board Game – Boss Miniatures Pack" (?) — similarity 0.67 < 0.7	
154	Risk of Rain: The Board Game - Seekers of the Storm Expansion	expansion	no		PROPOSED	452175	Risk of Rain: The Board Game – Seekers of the Storm Expansion	2026	Nerdvana Games	boardgameexpansion	2026	Nerdvana Games	1	name exact (normalised); year exact (2026); publisher exact (Nerdvana Games); kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/452175	3 candidates cleared the gate; runner-up 452176 "Risk of Rain: The Board Game – Gup Containment Expansion" at 0.75	rejected 452178 "Risk of Rain: The Board Game – Boss Miniatures Pack" (?) — similarity 0.67 < 0.7	
155	Risk of Rain: The Board Game - Gup Containment Expansion	expansion	no		PROPOSED	452176	Risk of Rain: The Board Game – Gup Containment Expansion	2026	Nerdvana Games	boardgameexpansion	2026	Nerdvana Games	1	name exact (normalised); year exact (2026); publisher exact (Nerdvana Games); kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/452176	3 candidates cleared the gate; runner-up 452175 "Risk of Rain: The Board Game – Seekers of the Storm Expansion" at 0.75	rejected 452178 "Risk of Rain: The Board Game – Boss Miniatures Pack" (?) — similarity 0.67 < 0.7	
156	Risk of Rain: The Board Game - Deluxe Metal Coins	accessory	no		UNMATCHED									5 candidate(s) found, none the same product		5 candidate(s) found, none the same product	rejected 450574 "Risk of Rain: The Board Game" (2026) — same family, different product (isFragmentOf)	
157	Risk of Rain: The Board Game - Boss Miniatures	accessory	no		PROPOSED	452176	Risk of Rain: The Board Game – Gup Containment Expansion	2026	Nerdvana Games	boardgameexpansion			0.57	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory vs BGG expansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/452176	3 candidates cleared the gate; runner-up 452175 "Risk of Rain: The Board Game – Seekers of the Storm Expansion" at 0.57	rejected 452178 "Risk of Rain: The Board Game – Boss Miniatures Pack" (?) — same family, different product (isFragmentOf)	
158	Risk of Rain: The Board Game - Drone Miniatures	accessory	no		PROPOSED	452178	Risk of Rain: The Board Game – Boss Miniatures Pack	2026	Nerdvana Games	boardgameaccessory			0.73	name similarity 0.82; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/452178	4 candidates cleared the gate; runner-up 452176 "Risk of Rain: The Board Game – Gup Containment Expansion" at 0.57		differs by one meaningful word: ours "drone" vs BGG "boss" — check this is not a sibling product
159	Risk of Rain: The Board Game - Tracker Coin	accessory	no		PROPOSED	452178	Risk of Rain: The Board Game – Boss Miniatures Pack	2026	Nerdvana Games	boardgameaccessory			0.63	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/452178	4 candidates cleared the gate; runner-up 452176 "Risk of Rain: The Board Game – Gup Containment Expansion" at 0.57		
160	Deep Rock Galactic: Shockwyrm Mini Expansion	expansion	yes		PROPOSED	450552	Deep Rock Galactic: The Board Game – Shockwyrm Mini Expansion	2026	MOOD Publishing	boardgameexpansion		MOOD Publishing	0.78	name similarity 0.8; year unknown one side; publisher exact (MOOD Publishing); kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/450552	2 candidates cleared the gate; runner-up 401798 "Deep Rock Galactic: Biome Expansion" at 0.69	rejected 401797 "Deep Rock Galactic: Space Rig Expansion" (?) — similarity 0.67 < 0.7	
